pathway,overlap_genes,overlap_count,pathway_size,enrichment_ratio,pvalue,rank,fdr
SMITH_TERT_TARGETS_UP,"HSPA5, XBP1",2,145,16.23,0.006610357573344589,660,0.028664914204412445
GOBP_CALCITONIN_FAMILY_RECEPTOR_SIGNALING_PATHWAY,IAPP,1,8,147.06,0.006780987587252397,677,0.028666449741087684
GOBP_POSITIVE_REGULATION_OF_SMALL_MOLECULE_METABOLIC_PROCESS,"GCK, INS",2,145,16.23,0.006610357573344589,659,0.028708411798045848
GOBP_DEHYDROASCORBIC_ACID_TRANSPORT,SLC2A2,1,8,147.06,0.006780987587252397,676,0.028708855731828936
GOBP_STEM_CELL_FATE_COMMITMENT,SOX9,1,8,147.06,0.006780987587252397,675,0.028751387369950164
HP_SHORTENING_OF_ALL_PHALANGES_OF_THE_TOES,SOX9,1,8,147.06,0.006780987587252397,674,0.028794045214712703
HP_IVORY_EPIPHYSES,EIF2AK3,1,8,147.06,0.006780987587252397,673,0.028836829828701876
GOBP_RESPIRATORY_BURST_INVOLVED_IN_INFLAMMATORY_RESPONSE,INS,1,8,147.06,0.006780987587252397,672,0.028879741777851728
GOBP_BLOOD_VESSEL_MATURATION,DDIT3,1,8,147.06,0.006780987587252397,671,0.02892278163146999
GOBP_NEGATIVE_REGULATION_OF_NUCLEOBASE_CONTAINING_COMPOUND_METABOLIC_PROCESS,"DDIT3, ATF4, NKX6-1, PDX1, SOX9",5,1495,3.93,0.006706104616770347,663,0.028948524001805025
GOBP_METANEPHRIC_NEPHRON_TUBULE_MORPHOGENESIS,SOX9,1,8,147.06,0.006780987587252397,670,0.028965949962263225
HP_HEPATIC_FAILURE,"SLC2A2, EIF2AK3",2,149,15.79,0.006967497559343697,688,0.028983979672734972
GOMF_DEHYDROASCORBIC_ACID_TRANSMEMBRANE_TRANSPORTER_ACTIVITY,SLC2A2,1,8,147.06,0.006780987587252397,669,0.029009247346362274
GOBP_TUBE_MORPHOGENESIS,"SOX9, EIF2AK3, ABCC8, XBP1",4,937,5.02,0.0069841929033303265,689,0.029011262829218277
GOCC_LEWY_BODY,ATF4,1,8,147.06,0.006780987587252397,668,0.029052674363347845
GOBP_OTIC_VESICLE_FORMATION,SOX9,1,8,147.06,0.006780987587252397,667,0.029096231596276403
GOBP_CHONDROCYTE_DEVELOPMENT_INVOLVED_IN_ENDOCHONDRAL_BONE_MORPHOGENESIS,SOX9,1,8,147.06,0.006780987587252397,666,0.02913991963170625
GOBP_RENAL_VESICLE_FORMATION,SOX9,1,8,147.06,0.006780987587252397,665,0.02918373905972385
GOBP_REGULATION_OF_CELLULAR_CARBOHYDRATE_METABOLIC_PROCESS,"GCK, INS",2,150,15.69,0.007058135304417249,692,0.029191305261910647
GOBP_REGULATION_OF_TRANSLATION_INITIATION_IN_RESPONSE_TO_ENDOPLASMIC_RETICULUM_STRESS,EIF2AK3,1,8,147.06,0.006780987587252397,664,0.029227690473970423
GOBP_RESPONSE_TO_NUTRIENT,"XBP1, PDX1",2,150,15.69,0.007058135304417249,691,0.029233550276761458
HP_PALLOR,"KCNJ11, ABCC8",2,150,15.69,0.007058135304417249,690,0.02927591774093068
JINESH_BLEBBISHIELD_VS_LIVE_CONTROL_UP,"DDIT3, SOX9, ATF4",3,476,7.41,0.007105222640154599,693,0.029343646747651463
HP_MUSCLE_WEAKNESS,"KCNJ11, GCK, ABCC8, EIF2AK3",4,948,4.96,0.007276056072258389,694,0.0300058681250771
HP_MACROGLOSSIA,"KCNJ11, ABCC8",2,153,15.38,0.007333281191009506,695,0.030198346429739863
BLANCO_MELO_COVID19_SARS_COV_2_INFECTION_A594_ACE2_EXPRESSING_CELLS_RUXOLITINIB_UP,"DDIT3, SOX9, ATF4",3,483,7.31,0.007396717424068575,696,0.03041581216621302
GOBP_CARBOHYDRATE_CATABOLIC_PROCESS,"GCK, INS",2,154,15.28,0.007426071138804219,697,0.03049270530739982
HP_HYPOPLASIA_OF_OLFACTORY_TRACT,SOX9,1,9,130.72,0.007625561577399291,712,0.030652187127130297
HP_INCREASED_HEPATIC_GLYCOGEN_CONTENT,SLC2A2,1,9,130.72,0.007625561577399291,711,0.030695298501430057
HP_ABNORMAL_TARSAL_OSSIFICATION,EIF2AK3,1,9,130.72,0.007625561577399291,710,0.030738531316220806
GOBP_REGULATION_OF_TYPE_B_PANCREATIC_CELL_DEVELOPMENT,NKX6-1,1,9,130.72,0.007625561577399291,709,0.030781886085355106
HP_FASTING_HYPERINSULINEMIA,GCK,1,9,130.72,0.007625561577399291,708,0.03082536332558866
GOMF_POTASSIUM_ION_TRANSMEMBRANE_TRANSPORTER_ACTIVITY,"KCNJ11, ABCC8",2,155,15.18,0.007519396965982782,698,0.030831682115533988
GOBP_PEPTIDYL_SERINE_AUTOPHOSPHORYLATION,ERN1,1,9,130.72,0.007625561577399291,707,0.03086896355660081
HP_POSTPRANDIAL_HYPERGLYCEMIA,SLC2A2,1,9,130.72,0.007625561577399291,706,0.030912687301015256
REACTOME_CELLULAR_RESPONSE_TO_STARVATION,"DDIT3, ATF4",2,157,14.99,0.0077076527928623875,713,0.03093871289364958
GOBP_EPITHELIAL_CELL_PROLIFERATION_INVOLVED_IN_LUNG_MORPHOGENESIS,SOX9,1,9,130.72,0.007625561577399291,705,0.030956535084420953
GOBP_CELL_GROWTH,"SOX9, NKX6-1, INS",3,487,7.25,0.007566465035386523,699,0.03098029031656113
GOBP_REGULATION_OF_PROTEIN_MODIFICATION_PROCESS,"ERN1, INS, EIF2AK3, SOX9, HSPA5",5,1539,3.82,0.007578515471452154,700,0.030985301827565807
GOBP_POSITIVE_REGULATION_OF_VASCULAR_ASSOCIATED_SMOOTH_MUSCLE_CELL_APOPTOTIC_PROCESS,ATF4,1,9,130.72,0.007625561577399291,704,0.031000507435393142
HP_NARROW_ILIAC_WING,EIF2AK3,1,9,130.72,0.007625561577399291,703,0.03104460488551461
GOBP_CARBOHYDRATE_TRANSPORT,"INS, SLC2A2",2,156,15.08,0.00761325780590366,701,0.031082944137655166
GOBP_POSITIVE_REGULATION_OF_RESPIRATORY_BURST,INS,1,9,130.72,0.007625561577399291,702,0.03108882796939711
GOBP_POSITIVE_REGULATION_OF_MAPK_CASCADE,"ERN1, INS, IAPP",3,492,7.17,0.0077819167089421635,714,0.031193061093826992
GOBP_REGULATION_OF_EPITHELIAL_CELL_DIFFERENTIATION,"SOX9, NKX6-1",2,158,14.89,0.007802581062090767,715,0.03123214964993535
GOBP_GENERATION_OF_PRECURSOR_METABOLITES_AND_ENERGY,"GCK, INS, PDX1",3,494,7.14,0.007869117132724344,716,0.03145448775678362
GOBP_ADAPTIVE_THERMOGENESIS,"DDIT3, ATF4",2,159,14.8,0.007898041749755986,717,0.0315260745994444
GOBP_REGULATION_OF_CELL_DEVELOPMENT,"NKX6-1, INS, ABCC8",3,500,7.06,0.008134227858674296,718,0.03242362135310005
GOBP_EPITHELIAL_CELL_PROLIFERATION_INVOLVED_IN_PROSTATE_GLAND_DEVELOPMENT,SOX9,1,10,117.65,0.008469459604170552,747,0.03244925486899079
GOBP_OTIC_VESICLE_MORPHOGENESIS,SOX9,1,10,117.65,0.008469459604170552,746,0.03249275252967308
GOBP_POSITIVE_REGULATION_OF_KIDNEY_DEVELOPMENT,SOX9,1,10,117.65,0.008469459604170552,745,0.032536366962598824
GOBP_POSITIVE_REGULATION_OF_ENDOPLASMIC_RETICULUM_STRESS_INDUCED_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY,DDIT3,1,10,117.65,0.008469459604170552,744,0.03258009863862382
REACTOME_CALCITONIN_LIKE_LIGAND_RECEPTORS,IAPP,1,10,117.65,0.008469459604170552,743,0.03262394803113879
GOBP_POSITIVE_REGULATION_OF_GONAD_DEVELOPMENT,SOX9,1,10,117.65,0.008469459604170552,742,0.03266791561608642
REACTOME_SIGNAL_ATTENUATION,INS,1,10,117.65,0.008469459604170552,741,0.03271200187197857
IYENGAR_RESPONSE_TO_ADIPOCYTE_FACTORS,SOX9,1,10,117.65,0.008469459604170552,740,0.03275620727991368
GOBP_DIVALENT_INORGANIC_CATION_HOMEOSTASIS,"DDIT3, ATF4, IAPP",3,510,6.92,0.008587836494831592,750,0.032771184064277356
GOBP_REGULATION_OF_RESPONSE_TO_WOUNDING,"ABCC8, XBP1",2,166,14.17,0.008581101913746328,749,0.032789203841311065
GOBP_REGULATION_OF_MALE_GONAD_DEVELOPMENT,SOX9,1,10,117.65,0.008469459604170552,739,0.03280053232359421
KEGG_ALZHEIMERS_DISEASE,"ERN1, EIF2AK3",2,166,14.17,0.008581101913746328,748,0.032833039675323514
HP_HEPATIC_ENCEPHALOPATHY,EIF2AK3,1,10,117.65,0.008469459604170552,738,0.03284497748934434
GOBP_POSITIVE_REGULATION_OF_MHC_CLASS_II_BIOSYNTHETIC_PROCESS,XBP1,1,10,117.65,0.008469459604170552,737,0.03288954326612771
HP_SCLEROSIS_OF_HAND_BONE,EIF2AK3,1,10,117.65,0.008469459604170552,736,0.03293423014556538
GOBP_REGULATION_OF_NITRIC_OXIDE_MEDIATED_SIGNAL_TRANSDUCTION,INS,1,10,117.65,0.008469459604170552,735,0.03297903862195391
GOBP_ENZYME_LINKED_RECEPTOR_PROTEIN_SIGNALING_PATHWAY,"SOX9, INS, HSPA5, EIF2AK3",4,984,4.78,0.008288366689614775,719,0.03299207992444713
HP_PANCREATIC_ENDOCRINE_TUMOR,MAFA,1,10,117.65,0.008469459604170552,734,0.033023969192283543
GOBP_NEGATIVE_REGULATION_OF_GLYCOGEN_METABOLIC_PROCESS,INS,1,10,117.65,0.008469459604170552,733,0.033069022356256646
BIOCARTA_EIF2_PATHWAY,EIF2AK3,1,10,117.65,0.008469459604170552,732,0.03311419861630618
GOBP_REGULATION_OF_TRANSLATIONAL_INITIATION_BY_EIF2_ALPHA_PHOSPHORYLATION,EIF2AK3,1,10,117.65,0.008469459604170552,731,0.033159498477614395
GOBP_POSITIVE_REGULATION_OF_EXTRACELLULAR_MATRIX_ASSEMBLY,SOX9,1,10,117.65,0.008469459604170552,730,0.033204922448131675
GOBP_NEURON_PROJECTION_MAINTENANCE,INS,1,10,117.65,0.008469459604170552,729,0.033250471038595505
GOBP_MORPHOGENESIS_OF_AN_EPITHELIUM,"SOX9, ALDH1A3, PDX1",3,513,6.88,0.008726799859707127,751,0.03325712543073475
TURJANSKI_MAPK14_TARGETS,DDIT3,1,10,117.65,0.008469459604170552,728,0.03329614476254962
GOBP_POSITIVE_REGULATION_OF_PROTEIN_MODIFICATION_PROCESS,"ERN1, SOX9, INS, HSPA5",4,987,4.77,0.008376748091897947,720,0.033297573665294344
GOBP_TYPE_B_PANCREATIC_CELL_APOPTOTIC_PROCESS,PDX1,1,10,117.65,0.008469459604170552,727,0.0333419441363633
GOBP_POSITIVE_REGULATION_OF_HEPATOCYTE_PROLIFERATION,XBP1,1,10,117.65,0.008469459604170552,726,0.03338786967925086
SHETH_LIVER_CANCER_VS_TXNIP_LOSS_PAM2,"DDIT3, EIF2AK3",2,168,14.01,0.008781004697960735,752,0.03341919607122822
GOBP_NEGATIVE_REGULATION_OF_MESENCHYMAL_CELL_APOPTOTIC_PROCESS,SOX9,1,10,117.65,0.008469459604170552,725,0.033433921913291205
GOBP_METANEPHRIC_TUBULE_MORPHOGENESIS,SOX9,1,10,117.65,0.008469459604170552,724,0.03348010136344768
GOBP_RESPONSE_TO_NITROSATIVE_STRESS,DDIT3,1,10,117.65,0.008469459604170552,723,0.033526408557588
GOBP_GROWTH_PLATE_CARTILAGE_CHONDROCYTE_DIFFERENTIATION,SOX9,1,10,117.65,0.008469459604170552,722,0.033572844026504324
HP_MULTIPLE_EPIPHYSEAL_DYSPLASIA,EIF2AK3,1,10,117.65,0.008469459604170552,721,0.0336194083039336
GOBP_CELLULAR_LIPID_METABOLIC_PROCESS,"SOX9, ALDH1A3, INS, XBP1",4,1007,4.67,0.00898210015620992,753,0.034139137645514996
GOBP_RNA_SPLICING_VIA_ENDONUCLEOLYTIC_CLEAVAGE_AND_LIGATION,ERN1,1,11,106.95,0.009312682174792314,775,0.03439083404420078
GOBP_RELAXATION_OF_SMOOTH_MUSCLE,ABCC8,1,11,106.95,0.009312682174792314,774,0.03443526664632507
GOBP_DITERPENOID_BIOSYNTHETIC_PROCESS,ALDH1A3,1,11,106.95,0.009312682174792314,773,0.03447981420990375
GOBP_NEGATIVE_REGULATION_OF_MYELINATION,EIF2AK3,1,11,106.95,0.009312682174792314,772,0.03452447718167824
GOBP_REGULATION_OF_TRANSLATION_IN_RESPONSE_TO_ENDOPLASMIC_RETICULUM_STRESS,EIF2AK3,1,11,106.95,0.009312682174792314,771,0.03456925601070766
GOBP_POSITIVE_REGULATION_OF_PROTEIN_KINASE_A_SIGNALING,IAPP,1,11,106.95,0.009312682174792314,770,0.0346141511483839
GOBP_EMBRYONIC_CAMERA_TYPE_EYE_FORMATION,ALDH1A3,1,11,106.95,0.009312682174792314,769,0.034659163048446816
GOBP_REGULATION_OF_NAD_P_H_OXIDASE_ACTIVITY,INS,1,11,106.95,0.009312682174792314,768,0.03470429216699948
GOCC_ENDOPLASMIC_RETICULUM_CHAPERONE_COMPLEX,HSPA5,1,11,106.95,0.009312682174792314,767,0.0347495389625236
GOMF_D_GLUCOSE_TRANSMEMBRANE_TRANSPORTER_ACTIVITY,SLC2A2,1,11,106.95,0.009312682174792314,766,0.03479490389589504
GOBP_NADH_REGENERATION,GCK,1,11,106.95,0.009312682174792314,765,0.03484038743039948
GOBP_REGULATION_OF_CELLULAR_CARBOHYDRATE_CATABOLIC_PROCESS,INS,1,11,106.95,0.009312682174792314,764,0.03488599003174817
DORN_ADENOVIRUS_INFECTION_32HR_UP,ATF4,1,11,106.95,0.009312682174792314,763,0.03493171216809384
GOBP_LIMB_BUD_FORMATION,SOX9,1,11,106.95,0.009312682174792314,762,0.03497755431004672
GOBP_NEGATIVE_REGULATION_OF_WNT_SIGNALING_PATHWAY,"DDIT3, SOX9",2,175,13.45,0.009497120385154352,777,0.034981671225626454
GOBP_POSITIVE_REGULATION_OF_CELLULAR_COMPONENT_ORGANIZATION,"SOX9, INS, HSPA5, ABCC8",4,1023,4.6,0.009486861956640166,776,0.034988916133897104
GOBP_REGULATION_OF_DENDRITIC_SPINE_MAINTENANCE,INS,1,11,106.95,0.009312682174792314,761,0.035023516930690675
GOBP_REGULATION_OF_PERK_MEDIATED_UNFOLDED_PROTEIN_RESPONSE,HSPA5,1,11,106.95,0.009312682174792314,760,0.03506960050559948
GOBP_DETERMINATION_OF_DORSAL_VENTRAL_ASYMMETRY,DDIT3,1,11,106.95,0.009312682174792314,759,0.03511580551285323
GOBP_BRONCHUS_DEVELOPMENT,SOX9,1,11,106.95,0.009312682174792314,758,0.03516213243305488
GOBP_RETINAL_ROD_CELL_DIFFERENTIATION,SOX9,1,11,106.95,0.009312682174792314,757,0.0352085817493469
GOMF_GLUCOSE_BINDING,GCK,1,11,106.95,0.009312682174792314,756,0.03525515394742804
GOBP_LIPID_HOMEOSTASIS,"INS, XBP1",2,173,13.6,0.009289913785806025,754,0.03526224569625576
GOBP_REGULATION_OF_TRANSCRIPTION_FROM_RNA_POLYMERASE_II_PROMOTER_IN_RESPONSE_TO_OXIDATIVE_STRESS,ATF4,1,11,106.95,0.009312682174792314,755,0.03530184951557033
GOBP_TEMPERATURE_HOMEOSTASIS,"DDIT3, ATF4",2,177,13.29,0.009706398487825492,778,0.03570657130097244
BIOCARTA_PRION_PATHWAY,HSPA5,1,12,98.04,0.010155229796135475,808,0.03597062831254917
KYNG_ENVIRONMENTAL_STRESS_RESPONSE_NOT_BY_4NQO_IN_OLD,SOX9,1,12,98.04,0.010155229796135475,807,0.03601520158183362
GOBP_PROCESS_UTILIZING_AUTOPHAGIC_MECHANISM,"DDIT3, ERN1, XBP1",3,543,6.5,0.010190371850712355,809,0.03605048731364494
GOBP_NEGATIVE_REGULATION_OF_ACUTE_INFLAMMATORY_RESPONSE,INS,1,12,98.04,0.010155229796135475,806,0.036059885454763935
HP_DELAYED_SOCIAL_DEVELOPMENT,ABCC8,1,12,98.04,0.010155229796135475,805,0.036104680343527616
GOBP_MESENCHYMAL_STEM_CELL_DIFFERENTIATION,SOX9,1,12,98.04,0.010155229796135475,804,0.03614958666236285
HP_CARPAL_BONE_HYPOPLASIA,EIF2AK3,1,12,98.04,0.010155229796135475,803,0.036194604827571274
GOBP_GLIAL_CELL_FATE_COMMITMENT,SOX9,1,12,98.04,0.010155229796135475,802,0.03623973525753084
GOBP_NEGATIVE_REGULATION_OF_FATTY_ACID_OXIDATION,SOX9,1,12,98.04,0.010155229796135475,801,0.036284978372708776
BENPORATH_SUZ12_TARGETS,"SOX9, NKX6-1, ABCC8, PDX1",4,1035,4.55,0.009877568680017523,779,0.03628960405931984
GOBP_NEGATIVE_REGULATION_OF_BEHAVIOR,INS,1,12,98.04,0.010155229796135475,800,0.03633033459567467
GOBP_PROTEIN_FOLDING_IN_ENDOPLASMIC_RETICULUM,HSPA5,1,12,98.04,0.010155229796135475,799,0.03637580435111356
GOMF_PRIMARY_ACTIVE_TRANSMEMBRANE_TRANSPORTER_ACTIVITY,"KCNJ11, ABCC8",2,179,13.14,0.009917741320410053,780,0.036390481614119966
HP_NEONATAL_SHORT_LIMB_SHORT_STATURE,SOX9,1,12,98.04,0.010155229796135475,798,0.036421388065839264
DORN_ADENOVIRUS_INFECTION_24HR_UP,ATF4,1,12,98.04,0.010155229796135475,797,0.03646708616880769
GOBP_REGULATION_OF_CARBOHYDRATE_METABOLIC_PROCESS,"GCK, INS",2,183,12.86,0.01034659415517735,811,0.03651288837499085
REACTOME_ALK_MUTANTS_BIND_TKIS,EIF2AK3,1,12,98.04,0.010155229796135475,796,0.03651289909113031
LI_AMPLIFIED_IN_LUNG_CANCER,"HSPA5, XBP1",2,183,12.86,0.01034659415517735,810,0.036557966014959975
GOMF_PRE_MRNA_INTRONIC_BINDING,SOX9,1,12,98.04,0.010155229796135475,795,0.036558827266087716
HP_ABNORMAL_STERNAL_OSSIFICATION,SOX9,1,12,98.04,0.010155229796135475,794,0.03660487112914324
GOBP_CELLULAR_RESPONSE_TO_LEUCINE_STARVATION,ATF4,1,12,98.04,0.010155229796135475,793,0.036651031117956784
GOBP_INSULIN_METABOLIC_PROCESS,ERN1,1,12,98.04,0.010155229796135475,792,0.03669730767239865
GOBP_NEGATIVE_REGULATION_OF_CELL_DEVELOPMENT,"NKX6-1, ABCC8",2,180,13.07,0.010024184897750848,781,0.03673395285193717
NEBEN_AML_WITH_FLT3_OR_NRAS_DN,HSPA5,1,12,98.04,0.010155229796135475,791,0.036743701234563504
GOBP_PROSTATE_GLAND_GROWTH,SOX9,1,12,98.04,0.010155229796135475,790,0.03679021224878447
HP_ABNORMAL_FOOT_BONE_OSSIFICATION,EIF2AK3,1,12,98.04,0.010155229796135475,789,0.036836841161647316
GOBP_CELLULAR_RESPONSE_TO_COLD,EIF2AK3,1,12,98.04,0.010155229796135475,788,0.03688358842200474
TURJANSKI_MAPK1_AND_MAPK2_TARGETS,MAFA,1,12,98.04,0.010155229796135475,787,0.03693045448099076
FRASOR_TAMOXIFEN_RESPONSE_DN,SOX9,1,12,98.04,0.010155229796135475,786,0.036977439792035285
HP_OVARIAN_GONADOBLASTOMA,SOX9,1,12,98.04,0.010155229796135475,785,0.03702454481087864
BLANCO_MELO_COVID19_SARS_COV_2_INFECTION_A594_ACE2_EXPRESSING_CELLS_UP,"DDIT3, SOX9, ATF4",3,542,6.51,0.010139403397275544,783,0.03706126759004164
GOMF_POTASSIUM_ION_BINDING,KCNJ11,1,12,98.04,0.010155229796135475,784,0.037071769995586396
GOBP_INOSITOL_LIPID_MEDIATED_SIGNALING,"SOX9, INS",2,181,13.0,0.010131142124202946,782,0.03707842552361743
WANG_CISPLATIN_RESPONSE_AND_XPC_UP,"HSPA5, XBP1",2,185,12.72,0.010564090683958745,812,0.03723451667178563
GOMF_ATP_DEPENDENT_ACTIVITY,"KCNJ11, HSPA5, ABCC8",3,554,6.37,0.010761053263432503,813,0.037882084181972725
GOBP_CELLULAR_MACROMOLECULE_LOCALIZATION,"DDIT3, INS, EIF2AK3, SOX9, HSPA5",5,1683,3.5,0.010999998452161196,827,0.03806770927458929
GOBP_MAINTENANCE_OF_PROTEIN_LOCALIZATION_IN_ENDOPLASMIC_RETICULUM,HSPA5,1,13,90.5,0.010997102974715914,826,0.03810376357583165
CHIN_BREAST_CANCER_COPY_NUMBER_DN,INS,1,13,90.5,0.010997102974715914,825,0.03814994995592357
REACTOME_TRANSCRIPTIONAL_REGULATION_OF_TESTIS_DIFFERENTIATION,SOX9,1,13,90.5,0.010997102974715914,824,0.03819624843887979
GOBP_REGULATION_OF_CELLULAR_AMINO_ACID_METABOLIC_PROCESS,INS,1,13,90.5,0.010997102974715914,823,0.038242659433337725
GOBP_CELLULAR_RESPONSE_TO_RADIATION,"ATF4, HSPA5",2,188,12.52,0.010894154226000286,815,0.038256526864801
GOBP_SERTOLI_CELL_DEVELOPMENT,SOX9,1,13,90.5,0.010997102974715914,822,0.03828918334992329
HP_HYPSARRHYTHMIA,"KCNJ11, ABCC8",2,188,12.52,0.010894154226000286,814,0.0383035250550526
GOBP_NEGATIVE_REGULATION_OF_GLIAL_CELL_PROLIFERATION,ABCC8,1,13,90.5,0.010997102974715914,821,0.038335820601263025
GOBP_REGULATION_OF_RNA_POLYMERASE_II_REGULATORY_REGION_SEQUENCE_SPECIFIC_DNA_BINDING,DDIT3,1,13,90.5,0.010997102974715914,820,0.038382571601996276
GOBP_NEGATIVE_REGULATION_OF_AMYLOID_FIBRIL_FORMATION,IAPP,1,13,90.5,0.010997102974715914,819,0.03842943676878748
HP_TESTICULAR_DYSGENESIS,SOX9,1,13,90.5,0.010997102974715914,818,0.03847641652033856
WP_TRANSCRIPTIONAL_CASCADE_REGULATING_ADIPOGENESIS,DDIT3,1,13,90.5,0.010997102974715914,817,0.038523511277401404
GOMF_PROTEIN_KINASE_A_CATALYTIC_SUBUNIT_BINDING,SOX9,1,13,90.5,0.010997102974715914,816,0.03857072146279037
HP_ABNORMALITY_OF_BONE_MINERAL_DENSITY,"SOX9, SLC2A2, EIF2AK3",3,562,6.28,0.011187691507467028,828,0.03867049890624473
GOBP_SENSORY_ORGAN_DEVELOPMENT,"SOX9, ATF4, ALDH1A3",3,564,6.26,0.0112958836467527,829,0.03899736911580968
GOBP_REGULATION_OF_NEURON_DIFFERENTIATION,"SOX9, NKX6-1",2,192,12.25,0.011341332142422835,830,0.03910709950796886
HP_VENTRICULAR_ARRHYTHMIA,"KCNJ11, ABCC8",2,193,12.19,0.011454387701041896,831,0.039449407461350075
GOBP_GLYCOLYTIC_PROCESS_THROUGH_FRUCTOSE_6_PHOSPHATE,GCK,1,14,84.03,0.011838302216694694,855,0.039627158999041186
GOBP_MRNA_CLEAVAGE_INVOLVED_IN_MRNA_PROCESSING,ERN1,1,14,84.03,0.011838302216694694,854,0.039673560824566995
GOBP_LENS_FIBER_CELL_DEVELOPMENT,ATF4,1,14,84.03,0.011838302216694694,853,0.03972007144687012
RAMPON_ENRICHED_LEARNING_ENVIRONMENT_EARLY_UP,HSPA5,1,14,84.03,0.011838302216694694,852,0.03976669124903781
GOBP_CARTILAGE_DEVELOPMENT,"SOX9, EIF2AK3",2,194,12.13,0.011567946026887444,832,0.039792622029990225
GOBP_MALE_SEX_DETERMINATION,SOX9,1,14,84.03,0.011838302216694694,851,0.039813420615957947
GOBP_REGULATION_OF_SYNAPTIC_PLASTICITY,"INS, ATF4",2,197,11.94,0.011911629305278938,856,0.03982603162582748
HP_SEX_REVERSAL,SOX9,1,14,84.03,0.011838302216694694,850,0.039860259934329664
GOBP_HEART_VALVE_FORMATION,SOX9,1,14,84.03,0.011838302216694694,849,0.039907209592673985
GOBP_REGULATION_OF_RELAXATION_OF_MUSCLE,ABCC8,1,14,84.03,0.011838302216694694,848,0.03995426998134459
GOBP_REGULATION_OF_GONAD_DEVELOPMENT,SOX9,1,14,84.03,0.011838302216694694,847,0.04000144149253863
GOBP_REGULATION_OF_VASCULAR_WOUND_HEALING,XBP1,1,14,84.03,0.011838302216694694,846,0.04004872452030758
GOBP_CELLULAR_RESPONSE_TO_ANTIBIOTIC,HSPA5,1,14,84.03,0.011838302216694694,845,0.0400961194605683
HP_ABSENT_OR_MINIMALLY_OSSIFIED_VERTEBRAL_BODIES,SOX9,1,14,84.03,0.011838302216694694,844,0.040143626711113996
GOBP_REGULATION_OF_TRANSLATIONAL_INITIATION_IN_RESPONSE_TO_STRESS,EIF2AK3,1,14,84.03,0.011838302216694694,843,0.0401912466716254
HP_GENERALIZED_AMINOACIDURIA,SLC2A2,1,14,84.03,0.011838302216694694,842,0.040238979743681964
ZAIDI_OSTEOBLAST_TRANSCRIPTION_FACTORS,ATF4,1,14,84.03,0.011838302216694694,841,0.04028682633077314
GOBP_NOSE_DEVELOPMENT,ALDH1A3,1,14,84.03,0.011838302216694694,840,0.04033478683830978
GOMF_PLATELET_DERIVED_GROWTH_FACTOR_RECEPTOR_BINDING,ERN1,1,14,84.03,0.011838302216694694,839,0.040382861673635535
GOBP_REGULATION_OF_IRE1_MEDIATED_UNFOLDED_PROTEIN_RESPONSE,HSPA5,1,14,84.03,0.011838302216694694,838,0.04043105124603844
DORN_ADENOVIRUS_INFECTION_48HR_UP,ATF4,1,14,84.03,0.011838302216694694,837,0.040479355966762505
GOBP_EMBRYO_DEVELOPMENT,"SOX9, ATF4, ALDH1A3, PDX1",4,1090,4.32,0.011804865317493907,834,0.04051022126938557
GOBP_RESPONSE_TO_LEUCINE,PDX1,1,14,84.03,0.011838302216694694,836,0.0405277762490194
HP_STATUS_EPILEPTICUS,"KCNJ11, ABCC8",2,196,12.0,0.01179656765835143,833,0.040530344103483544
GOBP_POSITIVE_REGULATION_OF_B_CELL_DIFFERENTIATION,XBP1,1,14,84.03,0.011838302216694694,835,0.040576312508000256
GOBP_REGULATION_OF_TRANSMEMBRANE_TRANSPORT,"KCNJ11, INS, ABCC8",3,580,6.09,0.012183602527764474,857,0.04068783014522978
HALLMARK_KRAS_SIGNALING_UP,"SOX9, ALDH1A3",2,200,11.76,0.012259807637675119,859,0.040846995877795333
HALLMARK_GLYCOLYSIS,"SOX9, HSPA5",2,200,11.76,0.012259807637675119,858,0.04089460309909813
GOBP_REGULATION_OF_PROTEIN_PHOSPHORYLATION,"ERN1, SOX9, INS, EIF2AK3",4,1104,4.26,0.012332106671781501,860,0.041040103830975186
GOBP_CHONDROCYTE_DIFFERENTIATION_INVOLVED_IN_ENDOCHONDRAL_BONE_MORPHOGENESIS,SOX9,1,15,78.43,0.012678828027878324,879,0.04128191787916697
GOBP_VASCULAR_ASSOCIATED_SMOOTH_MUSCLE_CELL_APOPTOTIC_PROCESS,ATF4,1,15,78.43,0.012678828027878324,878,0.041328936008869895
WP_SOMATIC_SEX_DETERMINATION,SOX9,1,15,78.43,0.012678828027878324,877,0.04137606136349802
MIKKELSEN_MEF_HCP_WITH_H3K27ME3,"NKX6-1, ABCC8, PDX1",3,590,5.98,0.012758556382395474,882,0.0414002135673649
GOBP_NEGATIVE_REGULATION_OF_LOW_DENSITY_LIPOPROTEIN_PARTICLE_CLEARANCE,ABCC8,1,15,78.43,0.012678828027878324,876,0.041423294310260005
HP_ABNORMALITY_OF_FINGER,"KCNJ11, SOX9, ABCC8, EIF2AK3",4,1115,4.22,0.012757037166878307,881,0.0414422705693595
HP_RECURRENT_HYPOGLYCEMIA,GCK,1,15,78.43,0.012678828027878324,875,0.04147063521804316
BENPORATH_ES_WITH_H3K27ME3,"SOX9, NKX6-1, ABCC8, PDX1",4,1115,4.22,0.012757037166878307,880,0.04148936405864286
